tRNA_name	gtRNADB_ID	HGNC_symbol	Legacy_ID	Alignment
trna39_IleAAT_6_+_27251864_27251937	tRNA-Ile-AAT-10-1	TRI-AAT10-1	chr6.trna39-IleAAT	View fragment on tRNA
trna80_IleAAT_6_+_58149254_58149327	tRNA-Ile-AAT-1-1	TRI-AAT1-1	chr6.trna80-IleAAT	View fragment on tRNA
trna4_HisGTG_3_-_148316563_148316634	tRNA-His-GTG-3-1	TRH-GTG3-1	chr3.trna4-HisGTG	View fragment on tRNA
trna106_HisGTG_1_-_149155828_149155899	tRNA-His-GTG-2-1	TRH-GTG2-1	chr1.trna106-HisGTG	View fragment on tRNA
trna1_HisGTG_15_+_45493349_45493420	tRNA-His-GTG-1-9	TRH-GTG1-9	chr15.trna1-HisGTG	View fragment on tRNA
trna8_HisGTG_15_-_45492611_45492682	tRNA-His-GTG-1-8	TRH-GTG1-8	chr15.trna8-HisGTG	View fragment on tRNA
trna9_HisGTG_15_-_45490804_45490875	tRNA-His-GTG-1-7	TRH-GTG1-7	chr15.trna9-HisGTG	View fragment on tRNA
trna7_HisGTG_9_-_14433938_14434009	tRNA-His-GTG-1-6	TRH-GTG1-6	chr9.trna7-HisGTG	View fragment on tRNA
trna33_HisGTG_6_+_27125906_27125977	tRNA-His-GTG-1-5	TRH-GTG1-5	chr6.trna33-HisGTG	View fragment on tRNA
trna111_HisGTG_1_-_147774845_147774916	tRNA-His-GTG-1-4	TRH-GTG1-4	chr1.trna111-HisGTG	View fragment on tRNA
trna21_HisGTG_1_+_147753471_147753542	tRNA-His-GTG-1-3	TRH-GTG1-3	chr1.trna21-HisGTG	View fragment on tRNA
trna16_HisGTG_1_+_146544773_146544844	tRNA-His-GTG-1-2	TRH-GTG1-2	chr1.trna16-HisGTG	View fragment on tRNA
trna118_HisGTG_1_-_145396881_145396952	tRNA-His-GTG-1-1	TRH-GTG1-1	chr1.trna118-HisGTG	View fragment on tRNA
trna3_GlyTCC_18_+_55346177_55346248	tRNA-Gly-TCC-6-1	TRG-TCC6-1	chr18.trna3-GlyTCC	View fragment on tRNA
trna2_GlyTCC_18_+_55345854_55345925	tRNA-Gly-TCC-5-1	TRG-TCC5-1	chr18.trna2-GlyTCC	View fragment on tRNA
trna82_GlyTCC_1_-_161409961_161410032	tRNA-Gly-TCC-4-1	TRG-TCC4-1	chr1.trna82-GlyTCC	View fragment on tRNA
trna10_GlyTCC_17_+_8124866_8124937	tRNA-Gly-TCC-3-1	TRG-TCC3-1	chr17.trna10-GlyTCC	View fragment on tRNA
trna45_GlyTCC_1_+_161500903_161500974	tRNA-Gly-TCC-2-6	TRG-TCC2-6	chr1.trna45-GlyTCC	View fragment on tRNA
trna70_GlyTCC_1_-_161439547_161439618	tRNA-Gly-TCC-2-5	TRG-TCC2-5	chr1.trna70-GlyTCC	View fragment on tRNA
trna73_GlyTCC_1_-_161432166_161432237	tRNA-Gly-TCC-2-4	TRG-TCC2-4	chr1.trna73-GlyTCC	View fragment on tRNA
trna76_GlyTCC_1_-_161424756_161424827	tRNA-Gly-TCC-2-3	TRG-TCC2-3	chr1.trna76-GlyTCC	View fragment on tRNA
trna79_GlyTCC_1_-_161417375_161417446	tRNA-Gly-TCC-2-2	TRG-TCC2-2	chr1.trna79-GlyTCC	View fragment on tRNA
trna117_GlyTCC_1_-_145397864_145397935	tRNA-Gly-TCC-2-1	TRG-TCC2-1	chr1.trna117-GlyTCC	View fragment on tRNA
trna2_GlyTCC_19_+_4724082_4724153	tRNA-Gly-TCC-1-1	TRG-TCC1-1	chr19.trna2-GlyTCC	View fragment on tRNA
trna82_GlyGCC_6_+_142578776_142578846	tRNA-Gly-GCC-6-1	TRG-GCC6-1	chr6.trna82-GlyGCC	View fragment on tRNA
trna18_GlyGCC_16_+_70822597_70822667	tRNA-Gly-GCC-5-1	TRG-GCC5-1	chr16.trna18-GlyGCC	View fragment on tRNA
trna43_GlyGCC_1_+_161450356_161450426	tRNA-Gly-GCC-4-1	TRG-GCC4-1	chr1.trna43-GlyGCC	View fragment on tRNA
trna25_GlyGCC_16_-_70812114_70812184	tRNA-Gly-GCC-3-1	TRG-GCC3-1	chr16.trna25-GlyGCC	View fragment on tRNA
trna5_GlyGCC_17_+_8029064_8029134	tRNA-Gly-GCC-2-6	TRG-GCC2-6	chr17.trna5-GlyGCC	View fragment on tRNA
trna19_GlyGCC_16_+_70823410_70823480	tRNA-Gly-GCC-2-5	TRG-GCC2-5	chr16.trna19-GlyGCC	View fragment on tRNA
trna24_GlyGCC_16_-_70812942_70813012	tRNA-Gly-GCC-2-4	TRG-GCC2-4	chr16.trna24-GlyGCC	View fragment on tRNA
trna128_GlyGCC_6_-_27870686_27870756	tRNA-Gly-GCC-2-3	TRG-GCC2-3	chr6.trna128-GlyGCC	View fragment on tRNA
trna19_GlyGCC_2_-_157257659_157257729	tRNA-Gly-GCC-2-2	TRG-GCC2-2	chr2.trna19-GlyGCC	View fragment on tRNA
trna68_GlyGCC_1_-_161493637_161493707	tRNA-Gly-GCC-2-1	TRG-GCC2-1	chr1.trna68-GlyGCC	View fragment on tRNA
trna2_GlyGCC_21_-_18827107_18827177	tRNA-Gly-GCC-1-5	TRG-GCC1-5	chr21.trna2-GlyGCC	View fragment on tRNA
trna41_GlyGCC_1_+_161435258_161435328	tRNA-Gly-GCC-1-4	TRG-GCC1-4	chr1.trna41-GlyGCC	View fragment on tRNA
trna39_GlyGCC_1_+_161427898_161427968	tRNA-Gly-GCC-1-3	TRG-GCC1-3	chr1.trna39-GlyGCC	View fragment on tRNA
trna37_GlyGCC_1_+_161420467_161420537	tRNA-Gly-GCC-1-2	TRG-GCC1-2	chr1.trna37-GlyGCC	View fragment on tRNA
trna35_GlyGCC_1_+_161413094_161413164	tRNA-Gly-GCC-1-1	TRG-GCC1-1	chr1.trna35-GlyGCC	View fragment on tRNA
trna1_GlyCCC_2_+_11691827_11691898	tRNA-Gly-CCC-7-1	TRG-CCC7-1	chr2.trna1-GlyCCC	View fragment on tRNA
trna91_GlyCCC_1_-_149680210_149680280	tRNA-Gly-CCC-6-1	TRG-CCC6-1	chr1.trna91-GlyCCC	View fragment on tRNA
trna2_GlyCCC_1_+_17053780_17053850	tRNA-Gly-CCC-5-1	TRG-CCC5-1	chr1.trna2-GlyCCC	View fragment on tRNA
trna131_GlyCCC_1_-_17004766_17004836	tRNA-Gly-CCC-4-1	TRG-CCC4-1	chr1.trna131-GlyCCC	View fragment on tRNA
trna13_GlyCCC_17_+_19764175_19764245	tRNA-Gly-CCC-3-1	TRG-CCC3-1	chr17.trna13-GlyCCC	View fragment on tRNA
trna34_GlyCCC_16_-_686736_686806	tRNA-Gly-CCC-2-2	TRG-CCC2-2	chr16.trna34-GlyCCC	View fragment on tRNA
trna27_GlyCCC_2_-_70476123_70476193	tRNA-Gly-CCC-2-1	TRG-CCC2-1	chr2.trna27-GlyCCC	View fragment on tRNA
trna4_GlyCCC_1_+_17188416_17188486	tRNA-Gly-CCC-1-2	TRG-CCC1-2	chr1.trna4-GlyCCC	View fragment on tRNA
trna133_GlyCCC_1_-_16872434_16872504	tRNA-Gly-CCC-1-1	TRG-CCC1-1	chr1.trna133-GlyCCC	View fragment on tRNA
trna100_PheGAA_1_-_149287359_149287430	tRNA-Phe-GAA-9-1	TRF-GAA9-1	chr1.trna100-PheGAA	View fragment on tRNA
trna88_PheGAA_6_-_79668010_79668082	tRNA-Phe-GAA-8-1	TRF-GAA8-1	chr6.trna88-PheGAA	View fragment on tRNA
trna56_PheGAA_6_+_27632545_27632620	tRNA-Phe-GAA-7-1	TRF-GAA7-1	chr6.trna56-PheGAA	View fragment on tRNA
trna112_PheGAA_6_-_28731374_28731447	tRNA-Phe-GAA-6-1	TRF-GAA6-1	chr6.trna112-PheGAA	View fragment on tRNA
trna72_PheGAA_6_+_28732164_28732236	tRNA-Phe-GAA-5-1	TRF-GAA5-1	chr6.trna72-PheGAA	View fragment on tRNA
trna103_PheGAA_6_-_28791093_28791166	tRNA-Phe-GAA-4-1	TRF-GAA4-1	chr6.trna103-PheGAA	View fragment on tRNA
trna106_PheGAA_6_-_28775610_28775682	tRNA-Phe-GAA-3-1	TRF-GAA3-1	chr6.trna106-PheGAA	View fragment on tRNA
trna13_PheGAA_11_-_59333853_59333925	tRNA-Phe-GAA-2-1	TRF-GAA2-1	chr11.trna13-PheGAA	View fragment on tRNA
trna9_PheGAA_8_-_124270725_124270797	tRNA-Phe-GAA-12-1	TRF-GAA12-1	chr8.trna9-PheGAA	View fragment on tRNA
trna116_PheGAA_6_-_28694855_28694927	tRNA-Phe-GAA-11-1	TRF-GAA11-1	chr6.trna116-PheGAA	View fragment on tRNA
trna92_PheGAA_1_-_149672905_149672976	tRNA-Phe-GAA-10-1	TRF-GAA10-1	chr1.trna92-PheGAA	View fragment on tRNA
trna14_PheGAA_19_-_1383361_1383433	tRNA-Phe-GAA-1-6	TRF-GAA1-6	chr19.trna14-PheGAA	View fragment on tRNA
trna1_PheGAA_13_-_95201904_95201976	tRNA-Phe-GAA-1-5	TRF-GAA1-5	chr13.trna1-PheGAA	View fragment on tRNA
trna11_PheGAA_12_-_125412389_125412461	tRNA-Phe-GAA-1-4	TRF-GAA1-4	chr12.trna11-PheGAA	View fragment on tRNA
trna15_PheGAA_11_-_59324970_59325042	tRNA-Phe-GAA-1-3	TRF-GAA1-3	chr11.trna15-PheGAA	View fragment on tRNA
trna96_PheGAA_6_-_28949449_28949521	tRNA-Phe-GAA-1-2	TRF-GAA1-2	chr6.trna96-PheGAA	View fragment on tRNA
trna109_PheGAA_6_-_28758499_28758571	tRNA-Phe-GAA-1-1	TRF-GAA1-1	chr6.trna109-PheGAA	View fragment on tRNA
trna17_GluTTC_2_-_204229131_204229201	tRNA-Glu-TTC-9-1	TRE-TTC9-1	chr2.trna17-GluTTC	View fragment on tRNA
trna94_GluTTC_1_-_149664355_149664427	tRNA-Glu-TTC-8-1	TRE-TTC8-1	chr1.trna94-GluTTC	View fragment on tRNA
trna105_GluTTC_1_-_149161628_149161699	tRNA-Glu-TTC-7-1	TRE-TTC7-1	chr1.trna105-GluTTC	View fragment on tRNA
trna110_GluTTC_1_-_147781030_147781101	tRNA-Glu-TTC-6-1	TRE-TTC6-1	chr1.trna110-GluTTC	View fragment on tRNA
trna49_GluTTC_1_+_161582508_161582579	tRNA-Glu-TTC-5-1	TRE-TTC5-1	chr1.trna49-GluTTC	View fragment on tRNA
trna84_GluTTC_1_-_161391883_161391954	tRNA-Glu-TTC-4-2	TRE-TTC4-2	chr1.trna84-GluTTC	View fragment on tRNA
trna134_GluTTC_1_-_16861774_16861845	tRNA-Glu-TTC-4-1	TRE-TTC4-1	chr1.trna134-GluTTC	View fragment on tRNA
trna5_GluTTC_1_+_17199078_17199149	tRNA-Glu-TTC-3-1	TRE-TTC3-1	chr1.trna5-GluTTC	View fragment on tRNA
trna11_GluTTC_15_-_26327381_26327452	tRNA-Glu-TTC-2-2	TRE-TTC2-2	chr15.trna11-GluTTC	View fragment on tRNA
trna3_GluTTC_13_-_45492062_45492133	tRNA-Glu-TTC-2-1	TRE-TTC2-1	chr13.trna3-GluTTC	View fragment on tRNA
trna31_GluTTC_1_+_149719802_149719870	tRNA-Glu-TTC-16-1	TRE-TTC16-1	chr1.trna31-GluTTC	View fragment on tRNA
trna85_GluTTC_6_-_163210014_163210082	tRNA-Glu-TTC-15-1	TRE-TTC15-1	chr6.trna85-GluTTC	View fragment on tRNA
trna17_GluTTC_1_+_146550178_146550249	tRNA-Glu-TTC-14-1	TRE-TTC14-1	chr1.trna17-GluTTC	View fragment on tRNA
trna6_GluTTC_2_+_75124046_75124114	tRNA-Glu-TTC-13-1	TRE-TTC13-1	chr2.trna6-GluTTC	View fragment on tRNA
trna64_GluTTC_1_-_172157539_172157607	tRNA-Glu-TTC-12-1	TRE-TTC12-1	chr1.trna64-GluTTC	View fragment on tRNA
trna14_GluTTC_14_-_32236816_32236886	tRNA-Glu-TTC-11-1	TRE-TTC11-1	chr14.trna14-GluTTC	View fragment on tRNA
trna102_GluTTC_1_-_149278785_149278857	tRNA-Glu-TTC-10-1	TRE-TTC10-1	chr1.trna102-GluTTC	View fragment on tRNA
trna5_GluTTC_13_-_41634874_41634945	tRNA-Glu-TTC-1-2	TRE-TTC1-2	chr13.trna5-GluTTC	View fragment on tRNA
trna20_GluTTC_2_-_131094701_131094772	tRNA-Glu-TTC-1-1	TRE-TTC1-1	chr2.trna20-GluTTC	View fragment on tRNA
trna12_GluCTC_2_+_151219277_151219349	tRNA-Glu-CTC-9-1	TRE-CTC9-1	chr2.trna12-GluCTC	View fragment on tRNA
trna8_GluCTC_3_-_125413177_125413248	tRNA-Glu-CTC-8-1	TRE-CTC8-1	chr3.trna8-GluCTC	View fragment on tRNA
trna18_GluCTC_2_-_159738171_159738242	tRNA-Glu-CTC-7-1	TRE-CTC7-1	chr2.trna18-GluCTC	View fragment on tRNA
trna1_GluCTC_18_+_43299751_43299822	tRNA-Glu-CTC-6-1	TRE-CTC6-1	chr18.trna1-GluCTC	View fragment on tRNA
trna3_GluCTC_8_+_59504798_59504868	tRNA-Glu-CTC-5-1	TRE-CTC5-1	chr8.trna3-GluCTC	View fragment on tRNA
trna2_GluCTC_13_-_58458550_58458621	tRNA-Glu-CTC-4-1	TRE-CTC4-1	chr13.trna2-GluCTC	View fragment on tRNA
trna4_GluCTC_13_-_42030061_42030132	tRNA-Glu-CTC-3-1	TRE-CTC3-1	chr13.trna4-GluCTC	View fragment on tRNA
trna59_GluCTC_1_+_249168447_249168518	tRNA-Glu-CTC-2-1	TRE-CTC2-1	chr1.trna59-GluCTC	View fragment on tRNA
trna3_GluCTC_X_-_51306112_51306183	tRNA-Glu-CTC-18-1	TRE-CTC18-1	chrX.trna3-GluCTC	View fragment on tRNA
trna29_GluCTC_1_+_149334272_149334340	tRNA-Glu-CTC-17-1	TRE-CTC17-1	chr1.trna29-GluCTC	View fragment on tRNA
trna14_GluCTC_12_-_114386545_114386617	tRNA-Glu-CTC-16-1	TRE-CTC16-1	chr12.trna14-GluCTC	View fragment on tRNA
trna25_GluCTC_2_-_71273488_71273560	tRNA-Glu-CTC-15-1	TRE-CTC15-1	chr2.trna25-GluCTC	View fragment on tRNA
trna7_GluCTC_8_+_70072340_70072414	tRNA-Glu-CTC-14-1	TRE-CTC14-1	chr8.trna7-GluCTC	View fragment on tRNA
trna24_GluCTC_2_-_96217194_96217265	tRNA-Glu-CTC-13-1	TRE-CTC13-1	chr2.trna24-GluCTC	View fragment on tRNA
trna10_GluCTC_3_-_103879524_103879595	tRNA-Glu-CTC-12-1	TRE-CTC12-1	chr3.trna10-GluCTC	View fragment on tRNA
trna1_GluCTC_8_+_11793380_11793451	tRNA-Glu-CTC-11-1	TRE-CTC11-1	chr8.trna1-GluCTC	View fragment on tRNA
trna7_GluCTC_20_-_13970470_13970541	tRNA-Glu-CTC-10-1	TRE-CTC10-1	chr20.trna7-GluCTC	View fragment on tRNA
trna87_GluCTC_6_-_126101393_126101464	tRNA-Glu-CTC-1-7	TRE-CTC1-7	chr6.trna87-GluCTC	View fragment on tRNA
trna77_GluCTC_6_+_28949976_28950047	tRNA-Glu-CTC-1-6	TRE-CTC1-6	chr6.trna77-GluCTC	View fragment on tRNA
trna71_GluCTC_1_-_161439189_161439260	tRNA-Glu-CTC-1-5	TRE-CTC1-5	chr1.trna71-GluCTC	View fragment on tRNA
trna74_GluCTC_1_-_161431809_161431880	tRNA-Glu-CTC-1-4	TRE-CTC1-4	chr1.trna74-GluCTC	View fragment on tRNA
trna77_GluCTC_1_-_161424398_161424469	tRNA-Glu-CTC-1-3	TRE-CTC1-3	chr1.trna77-GluCTC	View fragment on tRNA
trna80_GluCTC_1_-_161417018_161417089	tRNA-Glu-CTC-1-2	TRE-CTC1-2	chr1.trna80-GluCTC	View fragment on tRNA
trna116_GluCTC_1_-_145399233_145399304	tRNA-Glu-CTC-1-1	TRE-CTC1-1	chr1.trna116-GluCTC	View fragment on tRNA
trna48_AspGTC_1_+_161574588_161574659	tRNA-Asp-GTC-9-1	TRD-GTC9-1	chr1.trna48-AspGTC	View fragment on tRNA
trna7_AspGTC_12_+_122860924_122860994	tRNA-Asp-GTC-8-1	TRD-GTC8-1	chr12.trna7-AspGTC	View fragment on tRNA
trna46_AspGTC_1_+_161501915_161501986	tRNA-Asp-GTC-7-1	TRD-GTC7-1	chr1.trna46-AspGTC	View fragment on tRNA
trna3_AspGTC_3_-_184366095_184366165	tRNA-Asp-GTC-6-1	TRD-GTC6-1	chr3.trna3-AspGTC	View fragment on tRNA
trna22_AspGTC_5_-_141773988_141774059	tRNA-Asp-GTC-5-1	TRD-GTC5-1	chr5.trna22-AspGTC	View fragment on tRNA
trna6_AspGTC_9_-_77517990_77518061	tRNA-Asp-GTC-4-1	TRD-GTC4-1	chr9.trna6-AspGTC	View fragment on tRNA
trna144_AspGTC_6_-_27551236_27551307	tRNA-Asp-GTC-3-1	TRD-GTC3-1	chr6.trna144-AspGTC	View fragment on tRNA
trna12_AspGTC_12_-_125411891_125411962	tRNA-Asp-GTC-2-9	TRD-GTC2-9	chr12.trna12-AspGTC	View fragment on tRNA
trna4_AspGTC_12_+_96429799_96429870	tRNA-Asp-GTC-2-8	TRD-GTC2-8	chr12.trna4-AspGTC	View fragment on tRNA
trna48_AspGTC_6_+_27471523_27471594	tRNA-Asp-GTC-2-7	TRD-GTC2-7	chr6.trna48-AspGTC	View fragment on tRNA
trna45_AspGTC_6_+_27447453_27447524	tRNA-Asp-GTC-2-6	TRD-GTC2-6	chr6.trna45-AspGTC	View fragment on tRNA
trna69_AspGTC_1_-_161440205_161440276	tRNA-Asp-GTC-2-5	TRD-GTC2-5	chr1.trna69-AspGTC	View fragment on tRNA
trna72_AspGTC_1_-_161432824_161432895	tRNA-Asp-GTC-2-4	TRD-GTC2-4	chr1.trna72-AspGTC	View fragment on tRNA
trna75_AspGTC_1_-_161425414_161425485	tRNA-Asp-GTC-2-3	TRD-GTC2-3	chr1.trna75-AspGTC	View fragment on tRNA
trna78_AspGTC_1_-_161418033_161418104	tRNA-Asp-GTC-2-2	TRD-GTC2-2	chr1.trna78-AspGTC	View fragment on tRNA
trna38_AspGTC_17_-_8125556_8125627	tRNA-Asp-GTC-2-11	TRD-GTC2-11	chr17.trna38-AspGTC	View fragment on tRNA
trna10_AspGTC_12_-_125424193_125424264	tRNA-Asp-GTC-2-10	TRD-GTC2-10	chr12.trna10-AspGTC	View fragment on tRNA
trna81_AspGTC_1_-_161410615_161410686	tRNA-Asp-GTC-2-1	TRD-GTC2-1	chr1.trna81-AspGTC	View fragment on tRNA
trna44_AspGTC_1_+_161492935_161493006	tRNA-Asp-GTC-10-1	TRD-GTC10-1	chr1.trna44-AspGTC	View fragment on tRNA
trna5_AspGTC_12_+_98897281_98897352	tRNA-Asp-GTC-1-1	TRD-GTC1-1	chr12.trna5-AspGTC	View fragment on tRNA
trna15_CysGCA_7_+_149404760_149404831	tRNA-Cys-GCA-9-4	TRC-GCA9-4	chr7.trna15-CysGCA	View fragment on tRNA
trna13_CysGCA_7_+_149332778_149332849	tRNA-Cys-GCA-9-3	TRC-GCA9-3	chr7.trna13-CysGCA	View fragment on tRNA
trna6_CysGCA_7_+_149028220_149028291	tRNA-Cys-GCA-9-2	TRC-GCA9-2	chr7.trna6-CysGCA	View fragment on tRNA
trna6_CysGCA_3_-_131950642_131950713	tRNA-Cys-GCA-9-1	TRC-GCA9-1	chr3.trna6-CysGCA	View fragment on tRNA
trna8_CysGCA_14_+_73429679_73429750	tRNA-Cys-GCA-8-1	TRC-GCA8-1	chr14.trna8-CysGCA	View fragment on tRNA
trna127_CysGCA_1_-_93981834_93981906	tRNA-Cys-GCA-7-1	TRC-GCA7-1	chr1.trna127-CysGCA	View fragment on tRNA
trna7_CysGCA_3_-_131947944_131948015	tRNA-Cys-GCA-6-1	TRC-GCA6-1	chr3.trna7-CysGCA	View fragment on tRNA
trna3_CysGCA_15_+_80036997_80037069	tRNA-Cys-GCA-5-1	TRC-GCA5-1	chr15.trna3-CysGCA	View fragment on tRNA
trna28_CysGCA_17_-_37025545_37025616	tRNA-Cys-GCA-4-1	TRC-GCA4-1	chr17.trna28-CysGCA	View fragment on tRNA
trna20_CysGCA_7_-_149286164_149286235	tRNA-Cys-GCA-3-1	TRC-GCA3-1	chr7.trna20-CysGCA	View fragment on tRNA
trna12_CysGCA_3_-_17741392_17741464	tRNA-Cys-GCA-25-1	TRC-GCA25-1	chr3.trna12-CysGCA	View fragment on tRNA
trna30_CysGCA_17_-_36989975_36990046	tRNA-Cys-GCA-24-1	TRC-GCA24-1	chr17.trna30-CysGCA	View fragment on tRNA
trna19_CysGCA_7_-_149292305_149292376	tRNA-Cys-GCA-23-1	TRC-GCA23-1	chr7.trna19-CysGCA	View fragment on tRNA
trna8_CysGCA_7_+_149253802_149253873	tRNA-Cys-GCA-22-1	TRC-GCA22-1	chr7.trna8-CysGCA	View fragment on tRNA
trna14_CysGCA_7_+_149361915_149361986	tRNA-Cys-GCA-21-1	TRC-GCA21-1	chr7.trna14-CysGCA	View fragment on tRNA
trna11_CysGCA_7_+_149295046_149295117	tRNA-Cys-GCA-20-1	TRC-GCA20-1	chr7.trna11-CysGCA	View fragment on tRNA
trna26_CysGCA_17_-_37310744_37310815	tRNA-Cys-GCA-2-4	TRC-GCA2-4	chr17.trna26-CysGCA	View fragment on tRNA
trna27_CysGCA_17_-_37309987_37310058	tRNA-Cys-GCA-2-3	TRC-GCA2-3	chr17.trna27-CysGCA	View fragment on tRNA
trna15_CysGCA_17_+_37023898_37023969	tRNA-Cys-GCA-2-2	TRC-GCA2-2	chr17.trna15-CysGCA	View fragment on tRNA
trna3_CysGCA_4_-_124430005_124430076	tRNA-Cys-GCA-2-1	TRC-GCA2-1	chr4.trna3-CysGCA	View fragment on tRNA
trna18_CysGCA_7_-_149310156_149310227	tRNA-Cys-GCA-19-1	TRC-GCA19-1	chr7.trna18-CysGCA	View fragment on tRNA
trna23_CysGCA_7_-_149072850_149072921	tRNA-Cys-GCA-18-1	TRC-GCA18-1	chr7.trna23-CysGCA	View fragment on tRNA
trna16_CysGCA_7_-_149388272_149388343	tRNA-Cys-GCA-17-1	TRC-GCA17-1	chr7.trna16-CysGCA	View fragment on tRNA
trna7_CysGCA_7_+_149243631_149243702	tRNA-Cys-GCA-16-1	TRC-GCA16-1	chr7.trna7-CysGCA	View fragment on tRNA
trna10_CysGCA_7_+_149281816_149281887	tRNA-Cys-GCA-15-1	TRC-GCA15-1	chr7.trna10-CysGCA	View fragment on tRNA
trna29_CysGCA_17_-_37017937_37018008	tRNA-Cys-GCA-14-1	TRC-GCA14-1	chr17.trna29-CysGCA	View fragment on tRNA
trna25_CysGCA_7_-_149052766_149052837	tRNA-Cys-GCA-13-1	TRC-GCA13-1	chr7.trna25-CysGCA	View fragment on tRNA
trna17_CysGCA_7_-_149344046_149344117	tRNA-Cys-GCA-12-1	TRC-GCA12-1	chr7.trna17-CysGCA	View fragment on tRNA
trna21_CysGCA_7_-_149112229_149112300	tRNA-Cys-GCA-11-1	TRC-GCA11-1	chr7.trna21-CysGCA	View fragment on tRNA
trna22_CysGCA_7_-_149074601_149074672	tRNA-Cys-GCA-10-1	TRC-GCA10-1	chr7.trna22-CysGCA	View fragment on tRNA
trna5_CysGCA_7_+_149007281_149007352	tRNA-Cys-GCA-1-1	TRC-GCA1-1	chr7.trna5-CysGCA	View fragment on tRNA
trna1_CysACA_5_+_151988596_151988771	tRNA-Cys-ACA-1-1	TRC-ACA1-1	chr5.trna1-CysACA	View fragment on tRNA
trna122_AlaTGC_6_-_28601859_28601930	tRNA-Ala-TGC-9-1	TRA-TGC9-1	chr6.trna122-AlaTGC	View fragment on tRNA
trna18_AlaTGC_11_-_50233879_50233950	tRNA-Ala-TGC-8-1	TRA-TGC8-1	chr11.trna18-AlaTGC	View fragment on tRNA
trna107_AlaTGC_6_-_28770577_28770647	tRNA-Ala-TGC-7-1	TRA-TGC7-1	chr6.trna107-AlaTGC	View fragment on tRNA
trna113_AlaTGC_6_-_28726141_28726212	tRNA-Ala-TGC-6-1	TRA-TGC6-1	chr6.trna113-AlaTGC	View fragment on tRNA
trna104_AlaTGC_6_-_28785012_28785083	tRNA-Ala-TGC-5-1	TRA-TGC5-1	chr6.trna104-AlaTGC	View fragment on tRNA
trna8_AlaTGC_12_+_125424512_125424583	tRNA-Ala-TGC-4-1	TRA-TGC4-1	chr12.trna8-AlaTGC	View fragment on tRNA
trna13_AlaTGC_12_-_125406301_125406372	tRNA-Ala-TGC-3-2	TRA-TGC3-2	chr12.trna13-AlaTGC	View fragment on tRNA
trna8_AlaTGC_5_+_180633868_180633939	tRNA-Ala-TGC-3-1	TRA-TGC3-1	chr5.trna8-AlaTGC	View fragment on tRNA
trna66_AlaTGC_6_+_28611222_28611293	tRNA-Ala-TGC-2-1	TRA-TGC2-1	chr6.trna66-AlaTGC	View fragment on tRNA
trna6_AlaTGC_11_+_60763508_60763577	tRNA-Ala-TGC-10-1	TRA-TGC10-1	chr11.trna6-AlaTGC	View fragment on tRNA
trna110_AlaTGC_6_-_28757547_28757618	tRNA-Ala-TGC-1-1	TRA-TGC1-1	chr6.trna110-AlaTGC	View fragment on tRNA
trna117_AlaCGC_6_-_28663709_28663780	tRNA-Ala-CGC-5-1	TRA-CGC5-1	chr6.trna117-AlaCGC	View fragment on tRNA
trna70_AlaCGC_6_+_28697092_28697163	tRNA-Ala-CGC-4-1	TRA-CGC4-1	chr6.trna70-AlaCGC	View fragment on tRNA
trna13_AlaCGC_2_+_157257281_157257352	tRNA-Ala-CGC-3-1	TRA-CGC3-1	chr2.trna13-AlaCGC	View fragment on tRNA
trna119_AlaCGC_6_-_28641613_28641684	tRNA-Ala-CGC-2-1	TRA-CGC2-1	chr6.trna119-AlaCGC	View fragment on tRNA
trna10_AlaCGC_6_+_26553731_26553802	tRNA-Ala-CGC-1-1	TRA-CGC1-1	chr6.trna10-AlaCGC	View fragment on tRNA
trna161_AlaAGC_6_-_26771290_26771362	tRNA-Ala-AGC-9-2	TRA-AGC9-2	chr6.trna161-AlaAGC	View fragment on tRNA
trna24_AlaAGC_6_+_26730737_26730809	tRNA-Ala-AGC-9-1	TRA-AGC9-1	chr6.trna24-AlaAGC	View fragment on tRNA
trna6_AlaAGC_8_+_67026424_67026496	tRNA-Ala-AGC-8-2	TRA-AGC8-2	chr8.trna6-AlaAGC	View fragment on tRNA
trna3_AlaAGC_2_+_27274082_27274154	tRNA-Ala-AGC-8-1	TRA-AGC8-1	chr2.trna3-AlaAGC	View fragment on tRNA
trna68_AlaAGC_6_+_28687481_28687552	tRNA-Ala-AGC-7-1	TRA-AGC7-1	chr6.trna68-AlaAGC	View fragment on tRNA
trna105_AlaAGC_6_-_28779849_28779920	tRNA-Ala-AGC-6-1	TRA-AGC6-1	chr6.trna105-AlaAGC	View fragment on tRNA
trna67_AlaAGC_6_+_28678366_28678437	tRNA-Ala-AGC-5-1	TRA-AGC5-1	chr6.trna67-AlaAGC	View fragment on tRNA
trna120_AlaAGC_6_-_28626014_28626085	tRNA-Ala-AGC-4-1	TRA-AGC4-1	chr6.trna120-AlaAGC	View fragment on tRNA
trna65_AlaAGC_6_+_28574933_28575004	tRNA-Ala-AGC-3-1	TRA-AGC3-1	chr6.trna65-AlaAGC	View fragment on tRNA
trna111_AlaAGC_6_-_28746544_28746615	tRNA-Ala-AGC-23-1	TRA-AGC23-1	chr6.trna111-AlaAGC	View fragment on tRNA
trna95_AlaAGC_6_-_58141877_58141949	tRNA-Ala-AGC-22-1	TRA-AGC22-1	chr6.trna95-AlaAGC	View fragment on tRNA
